Sport
"Erik Gasparyan has won the RUDAR XXVIII  GM ROUND ROBIN   AYF Olympics Analytics Project Modernizing nearly a century of athletic history   Haik Martirosyan Clinches Victory at the Remembering Paul Keres Rapid Chess Tournament in Tallinn   Anahit Mkrtchyan Wins  Armenian Womens Chess Title   Manuel Petrosyan became the Armenian Chess Champion for the second time   The th round of the Armenian Chess Championships has finished   The th round of the Armenian Chess Championships has concluded   In the Open championship GM Zaven Andriasian and IM Artur Davtyan scored victories today   FIDE Honors Zaven Andriasian with Senior Trainer Title   Henrikh Mkhitaryan addressed the issue of Armenians being held in Baku in his New Years message,"
"Haik Martirosyan defeated the highestrated chess player GM Magnus Carlsen   Haik Martirosyan defeated the reigning World U Chess Champion   The Armenian Chess Federation Summarized the Results of    Armenian Fans Recall Safarov Case With Powerful Banner at Hungary Match   Gabriel Sargissian advanced to the fourth round of the  FIDE World Chess Cup   FM Vahe Sukiasyan  is the European U Chess Champion   Tigran Ambartsumian is the European U Chess ViceChampion   Shant Sargsyan Robert Hovhannisyan Gabriel Sargsyan have advanced to the third round of the  FIDE World Chess Cup   Gabriel Sargissian Advances to Round  of the FIDE World Chess Cup   In the rapid tiebreaks Robert Hovhannisyan defeated Indian GM Raunak Sadhwani,"
"yearold Armenian chess player Tigran Ambartsumian wins European Blitz Tournament   The results of Armenian chess players at the  FIDE World Youth UU Chess Championship   The Armenian womens national team finished in the top five at the  European Team Chess Championship   Dilijan Hosts the DILIJAN RUN Sports and Cultural Festival   The  FIDE Grand Swiss has concluded   Elina Avanesyan Held a Masterclass and Meeting with Young Tennis Players in Tsaghkadzor   Armenia beats Ireland  in World Cup qualifier in Yerevan   I gained a new friend yesterday Cristiano Ronaldo has published a video with the Armenian boy   The nine Boston AYF Olympic wins   Valter Gyurjinyan has won the bronze medal at the European U Blitz Chess Championship,"
"FM Manvel Arakelyan Becomes European U Blitz ViceChampion   Manvel Arakelyan has won the bronze medal at the European U Rapid Chess Championship   Levon Aronian has won the Freestyle Chess Grand Slam Tour   Sarkis Begoyan is the European champion and Razmik Epremyan is a bronze medalist   Kristina Nordikyan Rising star of San Diego tennis   The th round of the Stepan Avagyan Memorial Tournament took place in a special atmosphere in Jermuk   Anahit Mkrtchyan has become the Armenian U Girls Chess Champion    The EuroArmenian Games are not only a celebration of athletic excellence  they also serve as a powerful platform for bringing together Armenian communities strengthening connections and deepening our shared sense of identity Zareh Sinanyan   After  rounds GM Elina Danielian and IM Lilit Mkrtchian have  points and share thth places   Artur Aleksanyan was named the Best GrecoRoman Wrestler in Europe for  Armen Babalaryan  Best Coach,"
"Why Marat Grigorian vs Kaito Ono Didnt Happen at ONE  and ONE CEO comments   Armenia Lacrosse Secures Third Place PodiumWin in  Mens EuroLax Cup in Portugal   During the championship all our chess players improved their ratings   GM Aram Hakobyan is the leader of the Aeroflot Open  international chess tournament   Serzh Sargsyan visited the Chess Academy of Armenia to observe the ongoing progress of the th Andranik Margaryan Memorial Tournament   Officials Announce UFC  Makhachev vs Tsarukyan will Proceed Despite California Fires   Karen Grigoryan scored  points out of  at the World Rapid Chess Championship  and shared the thth places   GM Shant Sargsyan scored  points out of  and took the th place   Armenian chess player Sofia Baghramyan became the winner in the U Girls category   The First League of the th Armenian Chess Championship is being held at the Chess Academy of Armenia,"
"Karen Grigoryan became the winner of the XVIII Torneio Internacional Figueira da Foz  Sabir Ali tournament and Elina Danielian took first place among women   The nd round of the World Cadet Chess Championship  has ended   After  rounds GM Robert Hovhannisyan has  points In the last round Robert defeated GM Misratdin Iskandarov   There are  rounds left until the end of the World Youth and Girls Chess Championship    The th round of the World Youth and Girls Chess Championship  is concluded   AGBU PasadenaGlendale Chapter Celebrates Successful th Annual Armenian Fest with Weekend of Sports and Community Engagement   Turkish fans attacked Armenian football players with knives in France   FIDE while celebrating its th birthday declared Armenia as the team of the century I am so proud and honored to have been part of this team that made history for our nation Levon Aronian   Motorsport a means to conceal Bakus criminal policy   Armenian chess players won  gold and  bronze medals,"
"Sofia Baghramyan became the European Girls U Blitz Chess Champion   Sona Krkyasharyan became the European Girls U Blitz Chess Champion   The Armenian team is the bronze medalist of the European U Team Rapid Championship   Sofia Baghramyan became the bronze medalist of the European U Girls Rapid Chess Championship   yearold Gabriela Harutyunyan aims for the European chess champions title   Paris  Artur Aleksanyan becomes double silver medalist at Olympic games   Paris  Bronze medal provides strong foundation for next Olympic games  Malkhas Amoyan   Paris  Slavik Galstyan reached the semifinals   Gyumri in Joy Artur Aleksanyans Victory Celebrated in Vardanants Square   Paris Artur Aleksanyan is in the finals,"
"Armenias Amoyan defeats Finlands Sarkkinen in GrecoRoman wrestling qualifiers   Hovhannes Khzmalyan participated in the  Sport for Community   Olympic Games  Armenia has two representatives today   Armenian gymnast Artur Davtyan wins silver at Paris Olympics   President of the National Olympic Committee of Armenia I urge you to utilize your peaceful diplomatic channels and authority to contribute to the release of arbitrarily detained citizens of the Republic of Armenia from the prisons of Baku   Armenian GM Vladimir Akopian became US Senior Chess Champion    The Armenian House will be open from July  to August  it will be the center of Armenian fans during the  Olympic Games   Schedule of Armenian athletes performances at Paris Olympic games   Erik Gasparyan became the winner of the blitz tournament   Aleksander eferin added that UEFA officially supports the joint bid of Armenia and Georgia to host the World Youth Championship,"
"Nareg Minassian swims his way to the US Olympic trials   A Statue of Legendary Weightlifter Yuri Vardanyan to Be Installed in Gyumri   The Armenian team under the leadership of GM Artashes Minasian is the silver medalist of the European Youth Team Championship   Arayik Harutyunyan will take part in the official ceremony of handing over the flag of the Francophonie Games to the Republic of Armenia in Paris   Our chess players beat with a score of  the Israeli team which is the highest ranked team in the championship   Exclusive access to all EURO  games for Ucom subscribers   By the time of the next Games we will have a much better developed infrastructureArayik Harutyunyan   Armenia withdraws as host of  CIS Games says sports official   Henrikh Mkhitaryan at Milan City Hall   Henrikh Mkhitaryan draws international communitys attention to the problem of captives held in Azerbaijan,"
"Kylian Mbappe unveils Madame Tussauds wax statue and is left startled by sensational likeness of the figure as he claims its  me   Authority to approve implementation coefficients norms and financing procedures of programmes and measures provided by RA state budget to be reserved to Government   We want our athletes who gave us all the honor of raising the Armenian flag and performing the Armenian anthem to feel appreciatedNikol Pashinyan   Muhammed Jalood The decision to hold the tournament in Armenia was made with great confidence in that it will be held at a high level   World Weightlifting Championship  is the first world championship of an Olympic sport to be held in Armenia Arayik Harutyunyan   Nikol Pashinyan These tournaments are important in the sense that they should be more and more related to education and school   Nikol Pashinyan and his wife meet the finalists of the table tennis tournament Prime Ministers Cup of the Republic of Armenia   Inter with Mkhitaryan are Serie A champions for th time   Such attitude from the representatives of the state is important for every athlete Founder President of the Armenian Powerlifting Federation   Issues related to preparatory works for holding of the Francophonie Games were discussed,"
